sn,streamtype,timestamp,level,invalid_the_geom
171922,Trash,04/25/2014 11:51:00 AM,RED,"(39.9418, -75.1506)"
171953,Trash,04/25/2014 11:40:00 AM,GREEN,"(40.0381, -75.1302)"
171747,Trash,04/25/2014 11:39:00 AM,YELLOW,"(39.9436933, -75.16529423)"
173180,Trash,04/25/2014 11:38:00 AM,GREEN,"(39.9403566, -75.16946166)"
1400007,Trash,04/25/2014 11:37:00 AM,GREEN,"(39.99198083, -75.14008927)"
173144,Trash,04/25/2014 11:29:00 AM,YELLOW,"(39.94864503, -75.17899271)"
171641,Trash,04/25/2014 11:18:00 AM,YELLOW,"(39.9636, -75.1708)"
173123,Trash,04/25/2014 11:15:00 AM,GREEN,"(40.0333, -75.1311)"
173233,Trash,04/25/2014 11:11:00 AM,GREEN,"(40.0257, -75.1327)"
173274,Trash,04/25/2014 11:09:00 AM,GREEN,"(40.02439037, -75.13301073)"
172116,Trash,04/25/2014 10:56:00 AM,YELLOW,"(39.94947965, -75.1741502)"
172116,Trash,04/25/2014 10:47:00 AM,YELLOW,"(39.94947965, -75.1741502)"
1400015,Trash,04/25/2014 10:44:00 AM,GREEN,"(39.93486563, -75.17927199)"
172131,Trash,04/25/2014 10:42:00 AM,GREEN,"(39.94272315, -75.15773977)"
1401957,Trash,04/25/2014 10:41:00 AM,YELLOW,"(39.95272467, -75.16126974)"
171758,Trash,04/25/2014 10:38:00 AM,GREEN,"(39.9520373, -75.159109)"
171940,Trash,04/25/2014 10:33:00 AM,YELLOW,"(39.9487, -75.1542)"
173089,Trash,04/25/2014 10:33:00 AM,GREEN,"(39.9623, -75.2009)"
1402165,Trash,04/25/2014 10:33:00 AM,YELLOW,"(39.92364907, -75.17961028)"
173288,Trash,04/25/2014 10:18:00 AM,YELLOW,"(39.91803452, -75.1708586)"
173139,Trash,04/25/2014 10:09:00 AM,GREEN,"(40.05954203, -75.19035066)"
174294,Trash,04/25/2014 10:04:00 AM,GREEN,"(39.96061381, -75.24122875)"
172228,Trash,04/25/2014 10:04:00 AM,GREEN,"(39.95018807, -75.17071784)"
1401967,Trash,04/25/2014 10:01:00 AM,GREEN,"(39.96188317, -75.24090014)"
171904,Trash,04/25/2014 10:00:00 AM,GREEN,"(39.9427, -75.1572)"
174271,Trash,04/25/2014 09:58:00 AM,GREEN,"(39.96211924, -75.24085942)"
174291,Trash,04/25/2014 09:56:00 AM,GREEN,"(39.96208503, -75.24058391)"
1401942,Trash,04/25/2014 09:53:00 AM,GREEN,"(39.96183701, -75.2407498)"
174877,Trash,04/25/2014 09:51:00 AM,GREEN,"(39.96034, -75.24104)"
174557,Trash,04/25/2014 09:49:00 AM,RED,"(39.97456989, -75.1589)"
171910,Trash,04/25/2014 09:48:00 AM,GREEN,"(39.95113701, -75.17841073)"
174765,Trash,04/25/2014 09:47:00 AM,GREEN,"(39.95878618, -75.24132338)"
173172,Trash,04/25/2014 09:45:00 AM,GREEN,"(39.9302, -75.1628)"
174779,Trash,04/25/2014 09:44:00 AM,YELLOW,"(39.95773527, -75.24170729)"
174785,Trash,04/25/2014 09:42:00 AM,GREEN,"(39.9564, -75.2418)"
172240,Trash,04/25/2014 09:41:00 AM,GREEN,"(39.94418815, -75.1480337)"
173205,Trash,04/25/2014 09:40:00 AM,GREEN,"(39.9266095, -75.16721953)"
174457,Trash,04/25/2014 09:40:00 AM,RED,"(39.9844, -75.1417)"
173208,Trash,04/25/2014 09:38:00 AM,RED,"(39.92588354, -75.16808006)"
173213,Trash,04/25/2014 09:37:00 AM,RED,"(39.92547532, -75.16929271)"
174570,Trash,04/25/2014 09:27:00 AM,GREEN,"(39.9519, -75.2266)"
174775,Trash,04/25/2014 09:24:00 AM,GREEN,"(39.9534, -75.2263)"
174453,Trash,04/25/2014 09:22:00 AM,GREEN,"(39.9555, -75.2258)"
173215,Trash,04/25/2014 09:21:00 AM,YELLOW,"(40.02441643, -75.1332502)"
174446,Trash,04/25/2014 09:21:00 AM,GREEN,"(39.95710411, -75.22561802)"
174458,Trash,04/25/2014 09:20:00 AM,GREEN,"(39.95860411, -75.22534484)"
174755,Trash,04/25/2014 09:20:00 AM,YELLOW,"(40.0709, -75.1575)"
173226,Trash,04/25/2014 09:18:00 AM,YELLOW,"(40.0288, -75.1322)"
171768,Trash,04/25/2014 09:16:00 AM,GREEN,"(39.95004955, -75.15696974)"
1401944,Trash,04/25/2014 09:14:00 AM,GREEN,"(39.95984934, -75.22500921)"
1401926,Trash,04/25/2014 09:13:00 AM,GREEN,"(39.95997845, -75.22534903)"
173116,Trash,04/25/2014 09:12:00 AM,YELLOW,"(40.03495323, -75.13098391)"
1401909,Trash,04/25/2014 09:10:00 AM,GREEN,"(39.96018651, -75.22561539)"
174532,Trash,04/25/2014 09:09:00 AM,GREEN,"(39.96015756, -75.22497166)"
1401958,Trash,04/25/2014 09:09:00 AM,YELLOW,"(39.94825221, -75.14350536)"
173177,Trash,04/25/2014 09:07:00 AM,YELLOW,"(40.03650679, -75.13034828)"
174468,Trash,04/25/2014 09:06:00 AM,GREEN,"(39.9617, -75.2244)"
174771,Trash,04/25/2014 09:04:00 AM,GREEN,"(39.96008092, -75.22476781)"
171915,Trash,04/25/2014 09:03:00 AM,YELLOW,"(39.9522, -75.1453)"
173189,Trash,04/25/2014 09:03:00 AM,YELLOW,"(40.03787803, -75.13016245)"
173066,Trash,04/25/2014 09:02:00 AM,GREEN,"(40.0591, -75.1901)"
171914,Trash,04/25/2014 08:58:00 AM,GREEN,"(39.95308374, -75.15161073)"
171829,Trash,04/25/2014 08:48:00 AM,GREEN,"(39.9521342, -75.16250962)"
174778,Trash,04/25/2014 08:40:00 AM,RED,"(40.065, -75.155)"
174537,Trash,04/25/2014 08:33:00 AM,GREEN,"(39.95831234, -75.22507125)"
174534,Trash,04/25/2014 08:31:00 AM,GREEN,"(39.957, -75.2253)"
174788,Trash,04/25/2014 08:30:00 AM,RED,"(40.0725, -75.1578)"
171905,Trash,04/25/2014 08:27:00 AM,GREEN,"(39.9373636, -75.2068406)"
174783,Trash,04/25/2014 08:25:00 AM,YELLOW,"(40.0634, -75.1524)"
174754,Trash,04/25/2014 08:25:00 AM,GREEN,"(39.9544, -75.2259)"
174768,Trash,04/25/2014 08:22:00 AM,YELLOW,"(40.06, -75.1501)"
174463,Trash,04/25/2014 08:22:00 AM,GREEN,"(39.9534, -75.2261)"
172048,Trash,04/25/2014 08:22:00 AM,GREEN,"(39.952335, -75.163789)"
174747,Trash,04/25/2014 08:20:00 AM,RED,"(40.0583, -75.149)"
172187,Trash,04/25/2014 08:06:00 AM,GREEN,"(39.9531, -75.1532)"
174296,Trash,04/25/2014 08:05:00 AM,YELLOW,"(39.9881, -75.1287)"
173141,Trash,04/25/2014 08:00:00 AM,YELLOW,"(40.0343, -75.1767)"
171787,Trash,04/25/2014 07:56:00 AM,GREEN,"(39.95121, -75.1534)"
174444,Trash,04/25/2014 07:41:00 AM,GREEN,"(40.0094, -75.151)"
1401900,Trash,04/25/2014 07:32:00 AM,RED,"(40.00757763, -75.15022402)"
1401930,Trash,04/25/2014 07:30:00 AM,YELLOW,"(40.00624609, -75.14981792)"
172058,Trash,04/25/2014 07:27:00 AM,GREEN,"(39.9477, -75.1609)"
1401966,Trash,04/25/2014 07:26:00 AM,RED,"(40.00598503, -75.1499047)"
1401938,Trash,04/25/2014 07:21:00 AM,RED,"(40.00806825, -75.15044978)"
174866,Trash,04/25/2014 07:20:00 AM,GREEN,"(40.00937396, -75.1513249)"
171888,Trash,04/25/2014 07:08:00 AM,GREEN,"(39.94552749, -75.17982682)"
1401921,Trash,04/25/2014 06:58:00 AM,YELLOW,"(39.99257681, -75.09846141)"
174858,Trash,04/25/2014 06:47:00 AM,GREEN,"(39.9891, -75.1273)"
171865,Trash,04/25/2014 06:43:00 AM,GREEN,"(39.9487, -75.1778)"
173225,Trash,04/25/2014 06:12:00 AM,GREEN,"(40.03632464, -75.13064484)"
171985,Trash,04/25/2014 02:09:00 AM,YELLOW,"(39.95373159, -75.16669201)"
172009,Trash,04/25/2014 02:06:00 AM,YELLOW,"(39.9496, -75.1676)"
1401934,Trash,04/25/2014 02:04:00 AM,YELLOW,"(39.9498974, -75.16900011)"
171771,Trash,04/25/2014 02:02:00 AM,GREEN,"(39.95151, -75.16856)"
171988,Trash,04/25/2014 02:00:00 AM,GREEN,"(39.9537, -75.1685)"
172073,Trash,04/25/2014 01:58:00 AM,YELLOW,"(39.955, -75.168)"
172048,Trash,04/25/2014 01:56:00 AM,YELLOW,"(39.952335, -75.163789)"
1401961,Trash,04/25/2014 01:50:00 AM,YELLOW,"(39.95161636, -75.17023929)"
1401903,Trash,04/25/2014 01:48:00 AM,YELLOW,"(39.95022639, -75.17060944)"
171890,Trash,04/25/2014 01:47:00 AM,GREEN,"(39.9424, -75.1556)"
172228,Trash,04/25/2014 01:47:00 AM,GREEN,"(39.95018807, -75.17071784)"
171903,Trash,04/25/2014 01:46:00 AM,GREEN,"(39.94249718, -75.15698391)"
172131,Trash,04/25/2014 01:46:00 AM,GREEN,"(39.94272315, -75.15773977)"
171877,Trash,04/25/2014 01:46:00 AM,GREEN,"(39.9426, -75.1568)"
171876,Trash,04/25/2014 01:45:00 AM,RED,"(39.9425, -75.1572)"
171904,Trash,04/25/2014 01:45:00 AM,GREEN,"(39.9427, -75.1572)"
171906,Trash,04/25/2014 01:44:00 AM,GREEN,"(39.9428, -75.1584)"
171796,Trash,04/25/2014 01:44:00 AM,RED,"(39.9427, -75.1587)"
171871,Trash,04/25/2014 01:43:00 AM,GREEN,"(39.9428933, -75.15875364)"
171971,Trash,04/25/2014 01:43:00 AM,YELLOW,"(39.9519, -75.1718)"
171883,Trash,04/25/2014 01:42:00 AM,YELLOW,"(39.94290952, -75.16012682)"
171975,Trash,04/25/2014 01:40:00 AM,GREEN,"(39.94311105, -75.16029464)"
171930,Trash,04/25/2014 01:39:00 AM,GREEN,"(39.94132879, -75.1467)"
171873,Trash,04/25/2014 01:39:00 AM,GREEN,"(39.9432, -75.1619)"
171862,Trash,04/25/2014 01:38:00 AM,GREEN,"(39.94312262, -75.16174752)"
171866,Trash,04/25/2014 01:38:00 AM,YELLOW,"(39.94344524, -75.1632498)"
171889,Trash,04/25/2014 01:37:00 AM,GREEN,"(39.9433, -75.1635)"
171935,Trash,04/25/2014 01:36:00 AM,YELLOW,"(39.9415, -75.1482)"
171867,Trash,04/25/2014 01:36:00 AM,RED,"(39.95351776, -75.17308816)"
171990,Trash,04/25/2014 01:36:00 AM,GREEN,"(39.95198094, -75.17356781)"
171886,Trash,04/25/2014 01:35:00 AM,RED,"(39.94382056, -75.1673088)"
172078,Trash,04/25/2014 01:32:00 AM,YELLOW,"(39.9444, -75.1632)"
172149,Trash,04/25/2014 01:31:00 AM,YELLOW,"(39.9495, -75.1758)"
171934,Trash,04/25/2014 01:31:00 AM,YELLOW,"(39.9418, -75.1508)"
171925,Trash,04/25/2014 01:31:00 AM,GREEN,"(39.9441658, -75.16163947)"
172117,Trash,04/25/2014 01:30:00 AM,GREEN,"(39.944, -75.1599)"
171905,Trash,04/25/2014 01:30:00 AM,GREEN,"(39.9373636, -75.2068406)"
172129,Trash,04/25/2014 01:29:00 AM,GREEN,"(39.94371104, -75.15857551)"
171913,Trash,04/25/2014 01:28:00 AM,YELLOW,"(39.9421, -75.1537)"
172125,Trash,04/25/2014 01:27:00 AM,GREEN,"(39.94367274, -75.15669464)"
172126,Trash,04/25/2014 01:26:00 AM,YELLOW,"(39.94347814, -75.15511265)"
171970,Trash,04/25/2014 01:26:00 AM,YELLOW,"(39.9525, -75.177)"
172138,Trash,04/25/2014 01:25:00 AM,GREEN,"(39.9444, -75.155)"
172023,Trash,04/25/2014 01:25:00 AM,YELLOW,"(39.9443, -75.1518)"
172104,Trash,04/25/2014 01:24:00 AM,YELLOW,"(39.94984112, -75.17751953)"
172031,Trash,04/25/2014 01:23:00 AM,GREEN,"(39.94476946, -75.15809115)"
171882,Trash,04/25/2014 01:22:00 AM,YELLOW,"(39.94849199, -75.17637469)"
172124,Trash,04/25/2014 01:21:00 AM,GREEN,"(39.9452, -75.1593)"
174749,Trash,04/25/2014 01:21:00 AM,GREEN,"(39.94496992, -75.15979312)"
172174,Trash,04/25/2014 01:20:00 AM,YELLOW,"(39.9450329, -75.16149312)"
172112,Trash,04/25/2014 01:19:00 AM,YELLOW,"(39.94537684, -75.16301265)"
172209,Trash,04/25/2014 01:18:00 AM,YELLOW,"(39.9463, -75.1497)"
172213,Trash,04/25/2014 01:17:00 AM,GREEN,"(39.94619886, -75.16985633)"
172071,Trash,04/25/2014 01:16:00 AM,YELLOW,"(39.94586732, -75.16670536)"
172128,Trash,04/25/2014 01:16:00 AM,GREEN,"(39.9458, -75.1668)"
172218,Trash,04/25/2014 01:15:00 AM,YELLOW,"(39.9459, -75.1683)"
172065,Trash,04/25/2014 01:14:00 AM,YELLOW,"(39.9467, -75.1746)"
171967,Trash,04/25/2014 01:13:00 AM,GREEN,"(39.947, -75.1766)"
172189,Trash,04/25/2014 01:11:00 AM,GREEN,"(39.9466, -75.1628)"
174443,Trash,04/25/2014 01:10:00 AM,RED,"(39.94659177, -75.16108047)"
171932,Trash,04/25/2014 01:09:00 AM,GREEN,"(39.9411, -75.144)"
172207,Trash,04/25/2014 01:08:00 AM,GREEN,"(39.9461, -75.1595)"
171872,Trash,04/25/2014 01:08:00 AM,RED,"(39.94402597, -75.16883219)"
172206,Trash,04/25/2014 01:07:00 AM,YELLOW,"(39.946, -75.1578)"
172142,Trash,04/25/2014 01:06:00 AM,GREEN,"(39.94587403, -75.15624828)"
171881,Trash,04/25/2014 01:04:00 AM,YELLOW,"(39.94404523, -75.17076048)"
172158,Trash,04/25/2014 01:04:00 AM,GREEN,"(39.9469, -75.1545)"
172225,Trash,04/25/2014 01:03:00 AM,RED,"(39.9463, -75.1701)"
174535,Trash,04/25/2014 01:02:00 AM,GREEN,"(39.97882609, -75.15801913)"
172164,Trash,04/25/2014 01:01:00 AM,GREEN,"(39.9474, -75.1577)"
172058,Trash,04/25/2014 12:59:00 AM,GREEN,"(39.9477, -75.1609)"
172208,Trash,04/25/2014 12:58:00 AM,YELLOW,"(39.9419, -75.1457)"
172217,Trash,04/25/2014 12:58:00 AM,YELLOW,"(39.9461, -75.1783)"
171893,Trash,04/25/2014 12:57:00 AM,YELLOW,"(39.94603983, -75.17682297)"
172038,Trash,04/25/2014 12:57:00 AM,YELLOW,"(39.94800805, -75.16343281)"
174861,Trash,04/25/2014 12:55:00 AM,YELLOW,"(40.00168767, -75.1529502)"
171837,Trash,04/25/2014 12:51:00 AM,GREEN,"(39.9498, -75.1556)"
172139,Trash,04/25/2014 12:51:00 AM,YELLOW,"(39.9454, -75.1532)"
171855,Trash,04/25/2014 12:51:00 AM,GREEN,"(39.9497, -75.1554)"
171823,Trash,04/25/2014 12:51:00 AM,GREEN,"(39.94984393, -75.15538735)"
171805,Trash,04/25/2014 12:50:00 AM,GREEN,"(39.94985497, -75.15558927)"
172222,Trash,04/25/2014 12:50:00 AM,RED,"(39.94542056, -75.17174828)"
171768,Trash,04/25/2014 12:46:00 AM,GREEN,"(39.95004955, -75.15696974)"
171809,Trash,04/25/2014 12:45:00 AM,GREEN,"(39.9499355, -75.15715516)"
171741,Trash,04/25/2014 12:44:00 AM,GREEN,"(39.95004613, -75.1577916)"
171763,Trash,04/25/2014 12:44:00 AM,GREEN,"(39.95012186, -75.1585751)"
171888,Trash,04/25/2014 12:44:00 AM,YELLOW,"(39.94552749, -75.17982682)"
171839,Trash,04/25/2014 12:44:00 AM,GREEN,"(39.9487342, -75.15884676)"
171813,Trash,04/25/2014 12:43:00 AM,YELLOW,"(39.95027793, -75.15869848)"
171832,Trash,04/25/2014 12:43:00 AM,GREEN,"(39.95014503, -75.15873755)"
174226,Trash,04/25/2014 12:43:00 AM,YELLOW,"(39.9464281, -75.1795161)"
171804,Trash,04/25/2014 12:42:00 AM,GREEN,"(39.95029458, -75.15968927)"
173144,Trash,04/25/2014 12:41:00 AM,YELLOW,"(39.94864503, -75.17899271)"
172022,Trash,04/25/2014 12:41:00 AM,YELLOW,"(39.9504, -75.16)"
171834,Trash,04/25/2014 12:41:00 AM,GREEN,"(39.95031083, -75.16013755)"
1401901,Trash,04/25/2014 12:39:00 AM,GREEN,"(39.94981411, -75.16198159)"
171978,Trash,04/25/2014 12:38:00 AM,YELLOW,"(39.9483, -75.1442)"
172159,Trash,04/25/2014 12:38:00 AM,GREEN,"(39.94958636, -75.1603165)"
172184,Trash,04/25/2014 12:37:00 AM,RED,"(39.95040501, -75.16022098)"
171751,Trash,04/25/2014 12:37:00 AM,YELLOW,"(39.95035867, -75.16027469)"
171849,Trash,04/25/2014 12:35:00 AM,RED,"(39.9489355, -75.1476663)"
171735,Trash,04/25/2014 12:35:00 AM,YELLOW,"(39.95040281, -75.16089464)"
171767,Trash,04/25/2014 12:34:00 AM,GREEN,"(39.95066169, -75.16168775)"
171774,Trash,04/25/2014 12:34:00 AM,GREEN,"(39.9505327, -75.16174251)"
171825,Trash,04/25/2014 12:33:00 AM,RED,"(39.95064037, -75.16182338)"
172135,Trash,04/25/2014 12:33:00 AM,GREEN,"(39.95056204, -75.16182606)"
171716,Trash,04/25/2014 12:32:00 AM,GREEN,"(39.95064092, -75.16276286)"
171789,Trash,04/25/2014 12:32:00 AM,GREEN,"(39.95076058, -75.16283563)"
171833,Trash,04/25/2014 12:30:00 AM,YELLOW,"(39.94944935, -75.15223907)"
171674,Trash,04/25/2014 12:30:00 AM,GREEN,"(39.95112, -75.16546)"
171669,Trash,04/25/2014 12:29:00 AM,GREEN,"(39.95101, -75.16573)"
171793,Trash,04/25/2014 12:28:00 AM,RED,"(39.95121645, -75.16713219)"
171769,Trash,04/25/2014 12:26:00 AM,RED,"(39.94947382, -75.15242875)"
171987,Trash,04/25/2014 12:26:00 AM,YELLOW,"(39.95332193, -75.16464731)"
174771,Trash,04/25/2014 12:26:00 AM,GREEN,"(39.96008092, -75.22476781)"
172044,Trash,04/25/2014 12:26:00 AM,YELLOW,"(39.9497, -75.1674)"
171715,Trash,04/25/2014 12:25:00 AM,RED,"(39.95091691, -75.16381032)"
171864,Trash,04/25/2014 12:25:00 AM,RED,"(39.94948095, -75.16603248)"
172003,Trash,04/25/2014 12:24:00 AM,RED,"(39.94794935, -75.15419848)"
171676,Trash,04/25/2014 12:24:00 AM,YELLOW,"(39.95080271, -75.16384178)"
172140,Trash,04/25/2014 12:24:00 AM,YELLOW,"(39.95690966, -75.17598913)"
174565,Trash,04/25/2014 12:24:00 AM,GREEN,"(39.94960302, -75.16587884)"
174458,Trash,04/25/2014 12:22:00 AM,RED,"(39.95860411, -75.22534484)"
173099,Trash,04/25/2014 12:22:00 AM,RED,"(39.9373636, -75.2068406)"
172019,Trash,04/25/2014 12:21:00 AM,GREEN,"(39.94902467, -75.16218735)"
171845,Trash,04/25/2014 12:21:00 AM,YELLOW,"(39.9491, -75.1619)"
172018,Trash,04/25/2014 12:21:00 AM,YELLOW,"(39.9559671, -75.17631265)"
174446,Trash,04/25/2014 12:20:00 AM,YELLOW,"(39.95710411, -75.22561802)"
171973,Trash,04/25/2014 12:19:00 AM,YELLOW,"(39.94761645, -75.15099848)"
172020,Trash,04/25/2014 12:18:00 AM,GREEN,"(39.94860692, -75.15907318)"
171841,Trash,04/25/2014 12:17:00 AM,GREEN,"(39.94844243, -75.15748047)"
171960,Trash,04/25/2014 12:16:00 AM,GREEN,"(39.94852879, -75.15728239)"
172241,Trash,04/25/2014 12:15:00 AM,YELLOW,"(39.94087484, -75.16587277)"
172001,Trash,04/25/2014 12:15:00 AM,GREEN,"(39.94832384, -75.15575283)"
171655,Trash,04/25/2014 12:14:00 AM,YELLOW,"(39.93897, -75.16633)"
171838,Trash,04/25/2014 12:13:00 AM,GREEN,"(39.94966991, -75.15397318)"
171761,Trash,04/25/2014 12:13:00 AM,YELLOW,"(39.94957121, -75.15401953)"
171678,Trash,04/25/2014 12:12:00 AM,GREEN,"(39.9497, -75.1428)"
171791,Trash,04/25/2014 12:11:00 AM,GREEN,"(39.95104, -75.15371)"
171798,Trash,04/25/2014 12:10:00 AM,GREEN,"(39.9373636, -75.2068406)"
1401902,Trash,04/25/2014 12:10:00 AM,YELLOW,"(39.95009047, -75.14531317)"
171772,Trash,04/25/2014 12:09:00 AM,GREEN,"(39.95146, -75.15524)"
173167,Trash,04/25/2014 12:08:00 AM,YELLOW,"(39.9339, -75.1585)"
172245,Trash,04/25/2014 12:08:00 AM,YELLOW,"(39.9514, -75.156)"
171670,Trash,04/25/2014 12:07:00 AM,YELLOW,"(39.95047, -75.14738)"
171780,Trash,04/25/2014 12:06:00 AM,GREEN,"(39.95142, -75.15662)"
171743,Trash,04/25/2014 12:06:00 AM,GREEN,"(39.95146841, -75.15683796)"
173172,Trash,04/25/2014 12:06:00 AM,YELLOW,"(39.9302, -75.1628)"
173147,Trash,04/25/2014 12:05:00 AM,YELLOW,"(39.93, -75.1632)"
171755,Trash,04/25/2014 12:05:00 AM,YELLOW,"(39.9517, -75.1575)"
172237,Trash,04/25/2014 12:04:00 AM,RED,"(39.95102467, -75.15353755)"
173155,Trash,04/25/2014 12:03:00 AM,YELLOW,"(39.9291, -75.1645)"
173249,Trash,04/25/2014 12:01:00 AM,YELLOW,"(39.9277, -75.1659)"
171786,Trash,04/25/2014 12:01:00 AM,GREEN,"(39.95162, -75.15816)"
171736,Trash,04/25/2014 12:01:00 AM,GREEN,"(39.95167252, -75.15840041)"
171801,Trash,04/25/2014 12:00:00 AM,YELLOW,"(39.95177141, -75.15820111)"
171782,Trash,04/24/2014 11:59:00 PM,GREEN,"(39.95184, -75.15843)"
173245,Trash,04/24/2014 11:58:00 PM,GREEN,"(39.9254, -75.2343)"
1401887,Trash,04/24/2014 11:58:00 PM,YELLOW,"(39.95067944, -75.14521032)"
173208,Trash,04/24/2014 11:58:00 PM,RED,"(39.92588354, -75.16808006)"
171653,Trash,04/24/2014 11:57:00 PM,RED,"(39.95031, -75.14572)"
172214,Trash,04/24/2014 11:57:00 PM,GREEN,"(39.95195627, -75.15976093)"
173129,Trash,04/24/2014 11:57:00 PM,YELLOW,"(39.9217, -75.1701)"
171621,Trash,04/24/2014 11:57:00 PM,GREEN,"(39.95198225, -75.1599751)"
171737,Trash,04/24/2014 11:56:00 PM,GREEN,"(39.95176991, -75.15911639)"
173130,Trash,04/24/2014 11:55:00 PM,YELLOW,"(39.9192, -75.1706)"
171808,Trash,04/24/2014 11:55:00 PM,YELLOW,"(39.95, -75.1449)"
171745,Trash,04/24/2014 11:55:00 PM,YELLOW,"(39.95216413, -75.1615042)"
171829,Trash,04/24/2014 11:53:00 PM,GREEN,"(39.9521342, -75.16250962)"
1401893,Trash,04/24/2014 11:51:00 PM,YELLOW,"(39.95392206, -75.14486682)"
171831,Trash,04/24/2014 11:51:00 PM,YELLOW,"(39.9527, -75.1654)"
173047,Trash,04/24/2014 11:51:00 PM,YELLOW,"(39.91807817, -75.17124869)"
171622,Trash,04/24/2014 11:51:00 PM,YELLOW,"(39.96312645, -75.16780974)"
173262,Trash,04/24/2014 11:48:00 PM,YELLOW,"(39.9242, -75.1698)"
171815,Trash,04/24/2014 11:47:00 PM,RED,"(39.95365515, -75.16513825)"
174561,Trash,04/24/2014 11:46:00 PM,RED,"(39.92569589, -75.16957166)"
172052,Trash,04/24/2014 11:45:00 PM,GREEN,"(39.955, -75.1693)"
174554,Trash,04/24/2014 11:44:00 PM,RED,"(39.9267, -75.1691)"
172219,Trash,04/24/2014 11:44:00 PM,GREEN,"(39.95413738, -75.1608562)"
174564,Trash,04/24/2014 11:44:00 PM,GREEN,"(39.9269, -75.1692)"
172045,Trash,04/24/2014 11:42:00 PM,GREEN,"(39.95402094, -75.15927085)"
174567,Trash,04/24/2014 11:42:00 PM,YELLOW,"(39.9293, -75.1687)"
172233,Trash,04/24/2014 11:42:00 PM,YELLOW,"(39.95372467, -75.1579912)"
171950,Trash,04/24/2014 11:41:00 PM,GREEN,"(39.9603, -75.167)"
172059,Trash,04/24/2014 11:41:00 PM,GREEN,"(39.95381645, -75.15767062)"
172051,Trash,04/24/2014 11:41:00 PM,GREEN,"(39.95368654, -75.15762793)"
172028,Trash,04/24/2014 11:40:00 PM,YELLOW,"(39.95391495, -75.14494636)"
174533,Trash,04/24/2014 11:40:00 PM,YELLOW,"(39.9306, -75.1685)"
172057,Trash,04/24/2014 11:38:00 PM,GREEN,"(39.95352898, -75.15455708)"
172187,Trash,04/24/2014 11:38:00 PM,YELLOW,"(39.9531, -75.1532)"
1401937,Trash,04/24/2014 11:36:00 PM,YELLOW,"(39.95452026, -75.15598686)"
171625,Trash,04/24/2014 11:35:00 PM,GREEN,"(39.93914, -75.16671)"
171830,Trash,04/24/2014 11:35:00 PM,GREEN,"(39.95559535, -75.15820688)"
171614,Trash,04/24/2014 11:32:00 PM,YELLOW,"(39.94272, -75.16583708)"
171640,Trash,04/24/2014 11:31:00 PM,GREEN,"(39.95376708, -75.16656364)"
171794,Trash,04/24/2014 11:31:00 PM,YELLOW,"(39.94462597, -75.16539464)"
171766,Trash,04/24/2014 11:31:00 PM,GREEN,"(39.9558, -75.1661)"
171757,Trash,04/24/2014 11:29:00 PM,YELLOW,"(39.94551515, -75.16522682)"
171619,Trash,04/24/2014 11:27:00 PM,YELLOW,"(39.94706215, -75.1648849)"
1401896,Trash,04/24/2014 11:20:00 PM,YELLOW,"(39.94987853, -75.16186144)"
1401891,Trash,04/24/2014 11:19:00 PM,GREEN,"(39.96896445, -75.13611569)"
171812,Trash,04/24/2014 11:18:00 PM,YELLOW,"(39.95448724, -75.16331296)"
1401927,Trash,04/24/2014 11:12:00 PM,GREEN,"(39.95083511, -75.17053796)"
171758,Trash,04/24/2014 09:12:00 PM,YELLOW,"(39.9520373, -75.159109)"
171864,Trash,04/24/2014 08:31:00 PM,YELLOW,"(39.94948095, -75.16603248)"
171888,Trash,04/24/2014 08:05:00 PM,YELLOW,"(39.94552749, -75.17982682)"
1400007,Trash,04/24/2014 07:55:00 PM,GREEN,"(39.99198083, -75.14008927)"
173066,Trash,04/24/2014 07:49:00 PM,GREEN,"(40.0591, -75.1901)"
173205,Trash,04/24/2014 07:48:00 PM,GREEN,"(39.9266095, -75.16721953)"
173267,Trash,04/24/2014 07:04:00 PM,GREEN,"(39.933069, -75.167897)"
174872,Trash,04/24/2014 07:04:00 PM,YELLOW,"(40.02472054, -75.14793411)"
171758,Trash,04/24/2014 06:51:00 PM,YELLOW,"(39.9520373, -75.159109)"
172056,Trash,04/24/2014 06:47:00 PM,GREEN,"(39.9415, -75.1491)"
171888,Trash,04/24/2014 06:42:00 PM,YELLOW,"(39.94552749, -75.17982682)"
171865,Trash,04/24/2014 06:42:00 PM,YELLOW,"(39.9487, -75.1778)"
171976,Trash,04/24/2014 06:41:00 PM,GREEN,"(39.95583981, -75.1445663)"
174220,Trash,04/24/2014 06:34:00 PM,GREEN,"(39.93429049, -75.17937551)"
171865,Trash,04/24/2014 05:43:00 PM,YELLOW,"(39.9487, -75.1778)"
174549,Trash,04/24/2014 05:18:00 PM,YELLOW,"(39.986, -75.156)"
172058,Trash,04/24/2014 05:15:00 PM,GREEN,"(39.9477, -75.1609)"
174559,Trash,04/24/2014 05:13:00 PM,RED,"(39.977, -75.1581)"
171865,Trash,04/24/2014 05:12:00 PM,YELLOW,"(39.9487, -75.1778)"
174270,Trash,04/24/2014 05:10:00 PM,YELLOW,"(39.9713, -75.1594)"
172240,Trash,04/24/2014 05:02:00 PM,GREEN,"(39.94418815, -75.1480337)"
174858,Trash,04/24/2014 04:45:00 PM,YELLOW,"(39.9891, -75.1273)"
